,location,total_sqft,bath,price,bedroom,pricepersqft
8729,other,1030.0,2.0,77.25,2,7500.0
8730,other,1512.0,1.0,65.01,2,4299.603174603175
8731,other,2000.0,3.0,160.0,3,8000.0
8732,other,1575.0,3.0,93.0,3,5904.761904761905
8733,other,1300.0,2.0,70.0,3,5384.615384615385
8734,other,975.0,2.0,50.0,2,5128.205128205128
8735,other,1380.0,2.0,75.0,2,5434.782608695652
8736,other,5800.0,5.0,80.0,5,1379.3103448275863
8737,other,1000.0,2.0,45.0,2,4500.0
8738,other,3000.0,5.0,100.0,4,3333.3333333333335
8739,other,1080.0,2.0,45.0,2,4166.666666666667
8740,other,3100.0,3.0,250.0,3,8064.5161290322585
8741,other,1190.0,2.0,100.0,2,8403.361344537816
8742,other,1827.0,3.0,100.0,3,5473.453749315819
8743,other,1500.0,3.0,95.0,3,6333.333333333333
8744,other,1180.0,2.0,63.0,2,5338.983050847458
8745,other,1300.0,3.0,47.0,3,3615.3846153846152
8746,other,1155.0,2.0,60.0,3,5194.805194805195
8747,other,1540.0,3.0,68.0,3,4415.584415584415
8748,other,1206.0,2.0,38.5,2,3192.3714759535656
8749,other,1645.0,3.0,95.0,3,5775.075987841945
8750,other,1200.0,4.0,140.0,4,11666.666666666666
8751,other,1200.0,2.0,55.0,3,4583.333333333333
8752,other,1161.0,2.0,36.69,2,3160.206718346253
8753,other,1097.0,2.0,65.0,2,5925.2506836827715
8754,other,1600.0,3.0,165.0,4,10312.5
8755,other,620.0,2.0,22.0,2,3548.3870967741937
8756,other,900.0,2.0,110.0,2,12222.222222222223
8757,other,1200.0,2.0,125.0,2,10416.666666666666
8758,other,1355.0,2.0,75.0,2,5535.055350553505
8759,other,2000.0,3.0,85.0,3,4250.0
8760,other,7500.0,4.0,900.0,4,12000.0
8761,other,1280.0,2.0,49.75,2,3886.71875
8762,other,4200.0,1.0,160.0,2,3809.5238095238096
8763,other,4104.0,4.0,360.0,4,8771.929824561403
8764,other,1215.0,2.0,49.85,2,4102.880658436214
8765,other,1076.0,2.0,52.0,2,4832.71375464684
8766,other,2080.0,2.0,150.0,2,7211.538461538462
8767,other,1505.0,2.0,90.0,2,5980.066445182724
8768,other,1200.0,3.0,95.75,3,7979.166666666667
8769,other,1810.0,4.0,148.0,3,8176.795580110497
8770,other,1250.0,2.0,39.0,2,3120.0
8771,other,1530.0,2.0,97.0,3,6339.869281045751
8772,other,1500.0,3.0,70.0,3,4666.666666666667
8773,other,2000.0,5.0,80.0,4,4000.0
8774,other,1410.0,2.0,45.12,3,3200.0
8775,other,2000.0,3.0,85.0,3,4250.0
8776,other,1500.0,2.0,130.0,3,8666.666666666666
8777,other,1600.0,3.0,72.0,3,4500.0
8778,other,2100.0,6.0,71.0,6,3380.9523809523807
8779,other,2500.0,3.0,75.0,3,3000.0
8780,other,1400.0,2.0,80.0,2,5714.285714285715
8781,other,1533.0,3.0,150.0,3,9784.735812133073
8782,other,1100.0,2.0,38.0,2,3454.5454545454545
8783,other,3730.0,6.0,450.0,4,12064.343163538873
8784,other,745.0,2.0,50.0,2,6711.4093959731545
8785,other,1460.0,3.0,70.0,3,4794.520547945205
8786,other,1355.0,2.0,95.0,2,7011.070110701107
8787,other,833.0,1.0,49.0,1,5882.35294117647
8788,other,1037.0,2.0,36.28,2,3498.553519768563
8789,other,3000.0,5.0,270.0,4,9000.0
8790,other,1220.0,2.0,68.0,2,5573.770491803279
8791,other,3811.0,3.0,475.0,4,12463.920230910522
8792,other,1545.0,3.0,85.0,3,5501.6181229773465
8793,other,780.0,2.0,35.0,2,4487.179487179487
8794,other,1350.0,2.0,110.0,2,8148.148148148148
8795,other,1350.0,2.0,41.0,2,3037.037037037037
8796,other,1200.0,2.0,68.0,3,5666.666666666667
8797,other,1150.0,2.0,49.0,2,4260.869565217391
8798,other,2000.0,4.0,180.0,5,9000.0
8799,other,1096.0,2.0,48.0,2,4379.56204379562
8800,other,1094.0,2.0,44.0,2,4021.9378427787933
8801,other,1100.0,2.0,49.0,2,4454.545454545455
8802,other,1280.0,4.0,115.0,4,8984.375
8803,other,1200.0,3.0,85.0,3,7083.333333333333
8804,other,1086.0,2.0,47.5,2,4373.848987108656
8805,other,1655.0,3.0,155.0,3,9365.558912386707
8806,other,1150.0,2.0,74.0,2,6434.782608695652
8807,other,1440.0,3.0,65.8,3,4569.444444444444
8808,other,1200.0,2.0,108.0,3,9000.0
8809,other,1200.0,2.0,75.0,2,6250.0
8810,other,1225.0,3.0,60.0,3,4897.959183673469
8811,other,1550.0,2.0,60.0,3,3870.967741935484
8812,other,1650.0,3.0,75.0,3,4545.454545454545
8813,other,1113.0,2.0,46.0,2,4132.973944294699
8814,other,1500.0,2.0,203.0,2,13533.333333333334
8815,other,1800.0,2.0,72.0,3,4000.0
8816,other,1350.0,4.0,85.0,4,6296.2962962962965
8817,other,4500.0,9.0,500.0,9,11111.111111111111
8818,other,935.0,2.0,32.73,2,3500.5347593582883
8819,other,2500.0,5.0,120.0,5,4800.0
8820,other,1550.0,3.0,160.0,3,10322.58064516129
8821,other,1140.0,2.0,52.0,2,4561.403508771929
8822,other,1050.0,2.0,40.0,2,3809.5238095238096
8823,other,1758.0,3.0,95.0,3,5403.86803185438
8824,other,3179.0,5.0,351.0,4,11041.207927021076
8825,other,909.0,2.0,40.0,3,4400.4400440044
8826,other,1200.0,3.0,85.0,2,7083.333333333333
8827,other,1200.0,2.0,34.0,2,2833.3333333333335
8828,other,1800.0,3.0,140.0,3,7777.777777777777
8829,other,1000.0,2.0,48.0,2,4800.0
8830,other,1095.0,2.0,38.52,2,3517.8082191780827
8831,other,3900.0,4.0,333.0,4,8538.461538461539
8832,other,2400.0,4.0,200.0,3,8333.333333333334
8833,other,1645.0,3.0,87.5,3,5319.148936170212
8834,other,1252.0,2.0,55.0,2,4392.97124600639
8835,other,2600.0,3.0,140.0,3,5384.615384615385
8836,other,950.0,2.0,60.0,2,6315.789473684211
8837,other,2107.0,4.0,95.0,4,4508.780256288562
8838,other,1450.0,3.0,68.0,3,4689.6551724137935
8839,other,2431.0,3.0,100.0,3,4113.533525298231
8840,other,1155.0,2.0,56.0,2,4848.484848484848
8841,other,1450.0,2.0,62.63,2,4319.310344827586
8842,other,1900.0,3.0,205.0,3,10789.473684210527
8843,other,1365.0,3.0,60.0,2,4395.604395604396
8844,other,1402.0,2.0,85.0,3,6062.767475035664
8845,other,1550.0,3.0,75.0,3,4838.709677419355
8846,other,2100.0,3.0,240.0,3,11428.57142857143
8847,other,5000.0,4.0,290.0,4,5800.0
8848,other,2000.0,3.0,85.0,3,4250.0
8849,other,1100.0,2.0,45.0,2,4090.909090909091
8850,other,1200.0,3.0,140.0,3,11666.666666666666
8851,other,814.0,2.0,55.0,2,6756.756756756757
8852,other,1100.0,2.0,44.0,2,4000.0
8853,other,830.0,2.0,37.0,2,4457.831325301205
8854,other,1590.0,3.0,120.0,3,7547.169811320755
8855,other,3754.0,6.0,430.0,4,11454.448588172616
8856,other,1100.0,2.0,48.0,2,4363.636363636364
8857,other,1230.0,2.0,53.51,3,4350.40650406504
8858,other,1450.0,2.0,89.6,3,6179.310344827586
8859,other,1367.0,2.0,62.0,2,4535.479151426482
8860,other,1340.0,2.0,77.0,2,5746.268656716418
8861,other,1135.0,2.0,32.91,2,2899.5594713656383
8862,other,1745.0,3.0,77.0,3,4412.607449856733
8863,other,1665.0,3.0,105.0,3,6306.306306306306
8864,other,1220.0,2.0,48.79,2,3999.1803278688526
8865,other,2300.0,4.0,200.0,4,8695.652173913044
8866,other,1210.0,2.0,76.0,2,6280.99173553719
8867,other,1100.0,2.0,46.0,2,4181.818181818182
8868,other,1286.0,3.0,67.0,3,5209.9533437014
8869,other,1141.0,2.0,40.0,2,3505.6967572304998
8870,other,1140.0,2.0,45.0,2,3947.3684210526317
8871,other,1065.0,2.0,58.0,2,5446.0093896713615
8872,other,1082.0,2.0,42.0,3,3881.7005545286506
8873,other,1290.0,2.0,40.63,2,3149.6124031007757
8874,other,1636.0,3.0,97.0,3,5929.095354523228
8875,other,3600.0,4.0,450.0,4,12500.0
8876,other,1450.0,3.0,42.0,3,2896.551724137931
8877,other,1120.0,2.0,40.0,2,3571.4285714285716
8878,other,1200.0,3.0,72.0,3,6000.0
8879,other,1500.0,2.0,65.0,3,4333.333333333333
8880,other,3000.0,8.0,90.0,6,3000.0
8881,other,1100.0,2.0,47.0,2,4272.727272727273
8882,other,1000.0,1.0,75.0,2,7500.0
8883,other,1388.0,3.0,69.99,3,5042.50720461095
8884,other,1176.0,2.0,44.0,2,3741.496598639456
8885,other,1170.0,2.0,86.0,2,7350.427350427351
8886,other,4830.0,5.0,390.0,4,8074.534161490683
8887,other,850.0,2.0,75.0,2,8823.529411764706
8888,other,1103.0,2.0,55.0,2,4986.400725294651
8889,other,1600.0,3.0,64.0,3,4000.0
8890,other,1100.0,2.0,55.0,2,5000.0
8891,other,2065.0,3.0,130.0,3,6295.399515738499
8892,other,1150.0,2.0,125.0,2,10869.565217391304
8893,other,1250.0,2.0,59.0,2,4720.0
8894,other,1115.0,2.0,46.0,2,4125.5605381165915
8895,other,2550.0,4.0,290.0,3,11372.549019607843
8896,other,3080.0,2.0,285.0,4,9253.246753246753
8897,other,1130.0,2.0,52.0,2,4601.769911504425
8898,other,3400.0,6.0,420.0,4,12352.941176470587
8899,other,450.0,1.0,25.0,1,5555.555555555556
8900,other,1100.0,2.0,85.0,2,7727.272727272727
8901,other,966.0,2.0,49.0,2,5072.463768115942
8902,other,4400.0,4.0,350.0,5,7954.545454545455
8903,other,1550.0,2.0,79.0,3,5096.774193548387
8904,other,1540.0,2.0,70.0,3,4545.454545454545
8905,other,1036.0,2.0,110.0,2,10617.760617760618
8906,other,1070.0,2.0,38.9,2,3635.5140186915887
8907,other,1041.0,2.0,36.44,2,3500.480307396734
8908,other,1376.0,4.0,156.0,4,11337.209302325582
8909,other,1150.0,2.0,60.0,3,5217.391304347826
8910,other,1508.0,3.0,75.0,3,4973.474801061008
8911,other,1110.0,2.0,58.0,2,5225.225225225226
8912,other,1950.0,3.0,90.0,3,4615.384615384615
8913,other,1080.0,2.0,62.0,2,5740.740740740741
8914,other,999.0,2.0,43.66,2,4370.37037037037
8915,other,1180.0,2.0,40.0,2,3389.830508474576
8916,other,1127.0,2.0,55.0,2,4880.212954747116
8917,other,1475.0,2.0,200.0,3,13559.322033898305
8918,other,1200.0,3.0,96.25,3,8020.833333333333
8919,other,1250.0,2.0,65.0,3,5200.0
8920,other,2631.0,3.0,200.0,4,7601.672367920943
8921,other,830.0,2.0,60.0,2,7228.915662650603
8922,other,1500.0,2.0,88.0,2,5866.666666666667
8923,other,1518.0,3.0,76.0,3,5006.587615283267
8924,other,1495.0,2.0,75.0,3,5016.722408026756
8925,other,856.0,2.0,48.0,2,5607.476635514019
8926,other,1143.0,2.0,62.0,2,5424.321959755031
8927,other,1070.0,2.0,33.15,2,3098.1308411214955
8928,other,1117.0,2.0,110.0,2,9847.806624888093
8929,other,600.0,1.0,43.0,1,7166.666666666667
8930,other,7500.0,4.0,425.0,4,5666.666666666667
8931,other,925.0,2.0,48.0,2,5189.189189189189
8932,other,1100.0,2.0,52.0,2,4727.272727272727
8933,other,1200.0,3.0,70.0,3,5833.333333333333
8934,other,2675.0,4.0,290.0,4,10841.121495327103
8935,other,1016.0,2.0,45.9,2,4517.716535433071
8936,other,1800.0,3.0,88.0,3,4888.888888888889
8937,other,1062.0,2.0,47.0,2,4425.612052730697
8938,other,1477.0,2.0,80.0,3,5416.384563303995
8939,other,3500.0,5.0,450.0,4,12857.142857142857
8940,other,1793.0,3.0,98.0,3,5465.699944227552
8941,other,960.0,2.0,33.0,2,3437.5
8942,other,620.0,2.0,23.0,2,3709.6774193548385
8943,other,1400.0,3.0,35.0,3,2500.0
8944,other,1020.0,2.0,62.0,2,6078.431372549019
8945,other,3563.0,6.0,310.0,4,8700.533258490037
8946,other,1165.0,2.0,47.0,2,4034.3347639484978
8947,other,1100.0,2.0,43.5,2,3954.5454545454545
8948,other,3300.0,5.0,318.0,4,9636.363636363636
8949,other,1200.0,3.0,165.0,3,13750.0
8950,other,1440.0,4.0,88.0,4,6111.111111111111
8951,other,2250.0,3.0,113.0,3,5022.222222222223
8952,other,1250.0,3.0,43.0,3,3440.0
8953,other,1718.0,3.0,223.0,3,12980.209545983702
8954,other,1200.0,2.0,75.0,3,6250.0
8955,other,985.0,2.0,55.0,2,5583.756345177665
8956,other,1700.0,2.0,68.5,3,4029.4117647058824
8957,other,2000.0,4.0,99.0,5,4950.0
8958,other,1643.0,3.0,75.0,3,4564.820450395618
8959,other,1740.0,3.0,55.0,3,3160.919540229885
8960,other,1030.0,2.0,80.0,2,7766.9902912621355
8961,other,1852.0,2.0,95.0,3,5129.589632829374
8962,other,1150.0,2.0,69.0,2,6000.0
8963,other,2600.0,3.0,95.0,4,3653.846153846154
8964,other,1350.0,2.0,68.0,3,5037.037037037037
8965,other,1500.0,2.0,90.0,3,6000.0
8966,other,900.0,2.0,55.0,2,6111.111111111111
8967,other,850.0,2.0,35.0,2,4117.64705882353
8968,other,1250.0,2.0,60.0,2,4800.0
8969,other,970.0,2.0,35.0,2,3608.2474226804125
8970,other,1148.0,2.0,59.0,2,5139.3728222996515
8971,other,1750.0,2.0,225.0,4,12857.142857142857
8972,other,1350.0,3.0,60.0,3,4444.444444444444
8973,other,1100.0,2.0,78.0,2,7090.909090909091
8974,other,1180.0,2.0,74.0,2,6271.186440677966
8975,other,4510.0,4.0,200.0,3,4434.589800443459
8976,other,1540.0,3.0,85.0,3,5519.480519480519
8977,other,1033.0,2.0,31.5,3,3049.3707647628266
8978,other,1800.0,3.0,230.0,3,12777.777777777777
8979,other,1200.0,2.0,37.0,2,3083.3333333333335
8980,other,2000.0,3.0,120.0,3,6000.0
8981,other,2000.0,3.0,145.0,3,7250.0
8982,other,500.0,1.0,15.0,1,3000.0
8983,other,850.0,2.0,42.0,2,4941.176470588235
8984,other,1165.0,2.0,33.64,2,2887.5536480686696
8985,other,2230.0,4.0,130.0,4,5829.596412556054
8986,other,2200.0,5.0,100.0,4,4545.454545454545
8987,other,1519.0,3.0,67.23,3,4425.938117182357
8988,other,3160.0,4.0,206.0,4,6518.987341772152
8989,other,922.0,2.0,70.0,2,7592.190889370932
8990,other,850.0,2.0,72.0,2,8470.588235294117
8991,other,1200.0,1.0,65.0,2,5416.666666666667
8992,other,1442.0,3.0,56.24,3,3900.138696255201
8993,other,1233.0,2.0,100.0,2,8110.300081103001
8994,other,1840.0,3.0,85.0,3,4619.565217391304
8995,other,1100.0,2.0,57.0,2,5181.818181818182
8996,other,1040.0,2.0,46.79,2,4499.038461538462
8997,other,1200.0,2.0,53.0,2,4416.666666666667
8998,other,2050.0,3.0,100.0,4,4878.048780487805
8999,other,800.0,2.0,30.0,2,3750.0
9000,other,1125.0,2.0,36.0,2,3200.0
9001,other,1936.0,3.0,110.0,3,5681.818181818182
9002,other,1652.5,3.0,90.0,3,5446.293494704993
9003,other,2159.0,3.0,110.0,3,5094.951366373321
9004,other,1500.0,3.0,138.0,3,9200.0
9005,other,700.0,2.0,43.0,2,6142.857142857143
9006,other,1750.0,3.0,170.0,3,9714.285714285714
9007,other,1365.0,3.0,99.0,3,7252.747252747253
9008,other,1800.0,3.0,105.0,6,5833.333333333333
9009,other,850.0,2.0,35.0,2,4117.64705882353
9010,other,708.0,1.0,55.0,2,7768.3615819209035
9011,other,1680.0,3.0,135.0,3,8035.714285714285
9012,other,990.0,2.0,58.0,2,5858.585858585859
9013,other,1240.0,2.0,100.0,2,8064.5161290322585
9014,other,1810.0,3.0,118.0,3,6519.3370165745855
9015,other,2005.0,3.0,240.0,3,11970.074812967581
9016,other,1265.0,2.0,58.0,2,4584.98023715415
9017,other,1035.0,2.0,44.0,2,4251.207729468599
9018,other,1000.0,2.0,97.0,2,9700.0
9019,other,2800.0,4.0,100.0,6,3571.4285714285716
9020,other,3500.0,6.0,120.0,8,3428.5714285714284
9021,other,1430.0,3.0,78.65,3,5500.000000000001
9022,other,600.0,2.0,30.0,2,5000.0
9023,other,1200.0,2.0,45.0,1,3750.0
9024,other,1116.0,2.0,37.6,2,3369.1756272401435
9025,other,1090.0,2.0,45.0,2,4128.440366972477
9026,other,1260.0,4.0,65.0,4,5158.730158730159
9027,other,1000.0,2.0,36.0,2,3600.0
9028,other,840.0,1.0,75.0,1,8928.57142857143
9029,other,1760.0,2.0,116.0,3,6590.909090909091
9030,other,3317.5,5.0,268.5,4,8093.443858327054
9031,other,600.0,1.0,52.0,2,8666.666666666666
9032,other,1670.0,3.0,160.0,3,9580.838323353293
9033,other,1410.0,2.0,75.0,2,5319.148936170212
9034,other,2400.0,5.0,93.0,5,3875.0
9035,other,1200.0,2.0,75.6,3,6299.999999999999
9036,other,2400.0,5.0,285.0,5,11875.0
9037,other,2100.0,4.0,150.0,4,7142.857142857143
9038,other,1200.0,2.0,52.5,2,4375.0
9039,other,1539.0,3.0,60.0,3,3898.635477582846
9040,other,920.0,2.0,46.0,2,5000.0
9041,other,1550.0,4.0,120.0,4,7741.935483870968
9042,other,905.0,2.0,50.0,2,5524.861878453039
9043,other,1495.0,3.0,200.0,3,13377.926421404682
9044,other,1455.0,2.0,55.0,3,3780.0687285223366
9045,other,550.0,1.0,23.0,1,4181.818181818182
9046,other,4000.0,3.0,130.0,5,3250.0
9047,other,1060.0,2.0,53.0,2,5000.0
9048,other,1080.0,2.0,75.0,3,6944.444444444444
9049,other,1570.0,3.0,78.0,3,4968.152866242038
9050,other,1537.0,3.0,110.0,3,7156.79895901106
9051,other,1750.0,3.0,150.0,3,8571.42857142857
9052,other,2800.0,7.0,250.0,7,8928.57142857143
9053,other,1020.0,2.0,48.0,2,4705.882352941177
9054,other,1191.0,2.0,90.0,2,7556.675062972292
9055,other,865.0,2.0,35.11,2,4058.9595375722542
9056,other,2100.0,4.0,90.0,4,4285.714285714285
9057,other,2849.0,5.0,250.0,4,8775.008775008775
9058,other,1000.0,2.0,42.0,2,4200.0
9059,other,1225.0,2.0,47.0,2,3836.734693877551
9060,other,830.0,2.0,40.0,2,4819.277108433735
9061,other,1685.0,3.0,60.0,3,3560.8308605341244
9062,other,827.0,2.0,45.0,2,5441.354292623942
9063,other,1050.0,2.0,50.0,2,4761.9047619047615
9064,other,1060.0,2.0,49.27,2,4648.11320754717
9065,other,1261.0,2.0,61.0,2,4837.430610626487
9066,other,1100.0,2.0,46.0,2,4181.818181818182
9067,other,3400.0,4.0,190.0,4,5588.235294117647
9068,other,1180.0,2.0,56.0,2,4745.762711864407
9069,other,1205.0,2.0,70.0,2,5809.128630705394
9070,other,1250.0,2.0,58.0,2,4640.0
9071,other,1424.0,2.0,55.0,3,3862.3595505617977
9072,other,1250.0,3.0,55.0,3,4400.0
9073,other,2200.0,4.0,160.0,3,7272.727272727273
9074,other,1230.0,2.0,55.0,2,4471.544715447155
9075,other,1540.0,3.0,76.0,3,4935.064935064935
9076,other,1900.0,3.0,155.0,3,8157.894736842105
9077,other,1200.0,1.0,95.0,2,7916.666666666667
9078,other,1060.0,2.0,37.0,2,3490.566037735849
9079,other,1100.0,2.0,61.0,2,5545.454545454545
9080,other,1100.0,2.0,110.0,2,10000.0
9081,other,1942.0,3.0,155.0,3,7981.462409886714
9082,other,1200.0,4.0,80.0,3,6666.666666666667
9083,other,1400.0,2.0,60.0,2,4285.714285714285
9084,other,1330.0,2.0,64.0,2,4812.0300751879695
9085,other,1515.0,3.0,90.0,3,5940.59405940594
9086,other,1464.0,3.0,56.0,3,3825.136612021858
9087,other,1206.0,2.0,53.0,2,4394.69320066335
9088,other,1200.0,4.0,95.0,4,7916.666666666667
9089,other,1250.0,2.0,58.0,2,4640.0
9090,other,625.0,2.0,24.0,2,3840.0
9091,other,900.0,2.0,27.0,2,3000.0
9092,other,1464.0,2.0,56.0,2,3825.136612021858
9093,other,1300.0,3.0,64.0,3,4923.076923076923
9094,other,1200.0,1.0,69.0,1,5750.0
9095,other,1717.0,3.0,99.0,3,5765.87070471753
9096,other,2099.0,3.0,95.0,3,4525.964745116722
9097,other,1200.0,1.0,48.0,1,4000.0
9098,other,1430.0,2.0,78.65,3,5500.000000000001
9099,other,2108.0,3.0,85.0,3,4032.2580645161293
9100,other,1190.0,2.0,70.0,2,5882.35294117647
9101,other,900.0,2.0,41.0,2,4555.555555555556
9102,other,2690.0,4.0,185.0,4,6877.323420074349
9103,other,1594.0,3.0,99.0,3,6210.790464240903
9104,other,1250.0,2.0,68.0,2,5440.0
9105,other,1290.0,1.0,77.5,2,6007.751937984496
9106,other,1150.0,2.0,48.0,2,4173.913043478261
9107,other,1464.0,2.0,145.0,2,9904.371584699453
9108,other,1200.0,2.0,75.0,2,6250.0
9109,other,1065.0,2.0,45.0,2,4225.352112676056
9110,other,750.0,2.0,36.0,2,4800.0
9111,other,1485.0,2.0,156.0,3,10505.050505050505
9112,other,2070.0,3.0,135.0,3,6521.739130434783
9113,other,1600.0,2.0,75.0,3,4687.5
9114,other,1100.0,2.0,38.49,2,3499.090909090909
9115,other,800.0,2.0,55.0,2,6875.0
9116,other,900.0,1.0,44.0,2,4888.888888888889
9117,other,1480.0,2.0,125.0,3,8445.945945945947
9118,other,3800.0,2.0,130.0,3,3421.0526315789475
9119,other,1500.0,2.0,130.0,2,8666.666666666666
9120,other,2010.0,3.0,125.0,3,6218.905472636816
9121,other,1504.0,2.0,100.0,3,6648.936170212766
9122,other,2040.0,2.0,59.0,2,2892.156862745098
9123,other,1602.0,2.0,165.0,3,10299.625468164793
9124,other,1200.0,4.0,130.0,4,10833.333333333334
9125,other,1800.0,3.0,220.0,3,12222.222222222223
9126,other,1500.0,3.0,72.0,3,4800.0
9127,other,1280.0,2.0,48.0,3,3750.0
9128,other,900.0,2.0,45.0,2,5000.0
9129,other,1095.0,2.0,38.33,2,3500.4566210045664
9130,other,1145.0,2.0,58.4,2,5100.436681222707
9131,other,1862.0,3.0,120.0,3,6444.68313641246
9132,other,2700.0,3.0,200.0,3,7407.407407407408
9133,other,1677.0,3.0,98.0,3,5843.768634466309
9134,other,2500.0,8.0,95.0,8,3800.0
9135,other,1490.0,2.0,115.0,3,7718.120805369127
9136,other,1550.0,3.0,59.0,3,3806.451612903226
9137,other,1740.0,3.0,120.0,3,6896.551724137931
9138,other,1020.0,2.0,60.0,2,5882.35294117647
9139,other,550.0,1.0,16.0,1,2909.090909090909
9140,other,1492.0,2.0,65.0,2,4356.56836461126
9141,other,1431.0,3.0,65.0,3,4542.278127183788
9142,other,3664.0,3.0,325.0,3,8870.087336244542
9143,other,690.0,2.0,42.0,2,6086.95652173913
9144,other,1520.0,3.0,111.0,3,7302.631578947368
9145,other,1391.0,2.0,64.5,3,4636.951833213516
9146,other,1200.0,4.0,86.0,4,7166.666666666667
9147,other,1250.0,2.0,90.0,2,7200.0
9148,other,1900.0,2.0,190.0,3,10000.0
9149,other,1464.0,3.0,56.0,3,3825.136612021858
9150,other,900.0,2.0,33.0,2,3666.6666666666665
9151,other,1602.0,2.0,170.0,3,10611.735330836455
9152,other,1230.0,2.0,70.0,2,5691.056910569106
9153,other,1600.0,3.0,95.0,3,5937.5
9154,other,450.0,1.0,60.0,1,13333.333333333334
9155,other,600.0,2.0,23.0,1,3833.3333333333335
9156,other,3463.0,6.0,310.0,4,8951.775916835115
9157,other,1200.0,2.0,85.0,2,7083.333333333333
9158,other,1200.0,2.0,35.0,2,2916.6666666666665
9159,other,1200.0,2.0,45.0,2,3750.0
9160,other,2000.0,4.0,130.0,3,6500.0
9161,other,1350.0,4.0,140.0,4,10370.37037037037
9162,other,995.0,2.0,34.82,3,3499.497487437186
9163,other,1000.0,2.0,44.0,2,4400.0
9164,other,1175.0,2.0,79.0,2,6723.404255319149
9165,other,1200.0,2.0,43.0,2,3583.3333333333335
9166,other,1112.0,2.0,68.0,2,6115.107913669065
9167,other,990.0,2.0,35.0,2,3535.3535353535353
9168,other,1107.0,2.0,40.0,2,3613.369467028004
9169,other,1158.0,2.0,75.0,2,6476.683937823835
9170,other,3200.0,4.0,200.0,4,6250.0
9171,other,1125.0,2.0,32.49,2,2888.0
9172,other,1200.0,2.0,90.0,2,7500.0
9173,other,1266.67,2.0,69.0,2,5447.3540859103
9174,other,1800.0,3.0,90.0,3,5000.0
9175,other,2000.0,2.0,160.0,2,8000.0
9176,other,1464.0,3.0,56.0,3,3825.136612021858
9177,other,1800.0,3.0,95.0,3,5277.777777777777
9178,other,1410.0,3.0,65.0,3,4609.929078014185
9179,other,2679.0,5.0,280.0,4,10451.661067562523
9180,other,1230.0,2.0,75.0,2,6097.5609756097565
9181,other,1080.0,2.0,44.8,2,4148.148148148148
9182,other,3150.0,5.0,145.0,8,4603.174603174603
9183,other,2400.0,2.0,135.0,2,5625.0
9184,other,880.0,2.0,48.0,2,5454.545454545455
9185,other,1150.0,2.0,45.0,2,3913.0434782608695
9186,other,1194.0,2.0,55.0,2,4606.365159128978
9187,other,2000.0,3.0,90.0,3,4500.0
9188,other,1025.0,2.0,42.5,2,4146.341463414634
9189,other,1022.0,2.0,57.0,2,5577.2994129158515
9190,other,1200.0,2.0,76.0,2,6333.333333333333
9191,other,1200.0,1.0,54.0,2,4500.0
9192,other,950.0,2.0,38.0,2,4000.0
9193,other,1605.0,3.0,100.0,3,6230.529595015576
9194,other,1542.0,3.0,98.0,3,6355.38261997406
9195,other,1012.0,2.0,42.0,2,4150.197628458498
9196,other,3600.0,5.0,110.0,5,3055.5555555555557
9197,other,1333.0,2.0,77.27,2,5796.699174793698
9198,other,1100.0,3.0,110.0,3,10000.0
9199,other,1050.0,2.0,70.0,2,6666.666666666667
9200,other,1140.0,2.0,32.92,2,2887.719298245614
9201,other,2000.0,3.0,105.0,3,5250.0
9202,other,1075.0,2.0,55.0,2,5116.279069767442
9203,other,1200.0,4.0,165.0,4,13750.0
9204,other,1100.0,2.0,145.0,3,13181.818181818182
9205,other,1069.0,2.0,55.0,2,5144.9953227315245
9206,other,1200.0,3.0,99.0,3,8250.0
9207,other,1007.0,2.0,43.0,2,4270.109235352532
9208,other,4250.0,6.0,150.0,6,3529.4117647058824
9209,other,1000.0,2.0,60.0,2,6000.0
9210,other,5720.0,3.0,350.0,3,6118.881118881119
9211,other,675.0,1.0,15.0,2,2222.222222222222
9212,other,1012.0,2.0,59.0,2,5830.0395256917
9213,other,1280.0,2.0,49.0,3,3828.125
9214,other,925.0,2.0,35.0,2,3783.7837837837837
9215,other,1200.0,4.0,140.0,4,11666.666666666666
9216,other,600.0,2.0,39.0,2,6500.0
9217,other,1240.0,2.0,65.0,3,5241.935483870968
9218,other,1100.0,2.0,55.0,2,5000.0
9219,other,1700.0,3.0,111.0,3,6529.411764705882
9220,other,1340.0,2.0,65.0,2,4850.746268656716
9221,other,1200.0,2.0,54.0,2,4500.0
9222,other,1600.0,2.0,31.0,2,1937.5
9223,other,1780.0,3.0,110.0,3,6179.775280898876
9224,other,1800.0,4.0,68.0,5,3777.777777777778
9225,other,1080.0,3.0,149.0,3,13796.296296296296
9226,other,900.0,2.0,65.0,3,7222.222222222223
9227,other,946.0,2.0,45.0,2,4756.871035940803
9228,other,1200.0,3.0,160.0,4,13333.333333333334
9229,other,1540.0,3.0,85.0,3,5519.480519480519
9230,other,2456.0,3.0,220.0,3,8957.654723127036
9231,other,1610.0,2.0,64.4,3,4000.0000000000005
9232,other,1530.0,2.0,185.0,2,12091.503267973856
9233,other,1439.0,3.0,57.23,3,3977.067407922168
9234,other,1435.0,2.0,60.0,3,4181.184668989547
9235,other,1717.0,3.0,120.0,3,6988.934187536401
9236,other,1409.0,2.0,62.0,3,4400.28388928318
9237,other,1250.0,2.0,50.0,2,4000.0
